donor	stratum	family	method	gene	fields	state	eligible	called	correct	allele_matches	cohort
HG02818	AFR	GB66	alignment_only_hprc_asian	A	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	A	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	B	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	B	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	C	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	C	4	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	DPA1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	DPA1	4	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	DPB1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	DPB1	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	DQA1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	DQA1	4	complete	1	1	0	0	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	DQB1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	DQB1	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	DRB1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	alignment_only_hprc_asian	DRB1	4	complete	0	0	0	0	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	A	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	A	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	B	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	B	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	C	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	C	4	complete	0	0	0	0	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	DPA1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	DPA1	4	complete	0	0	0	0	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	DPB1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	DPB1	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	DQA1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	DQA1	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	DQB1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	DQB1	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	DRB1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc	DRB1	4	complete	0	0	0	0	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	A	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	A	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	B	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	B	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	C	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	C	4	complete	0	0	0	0	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	DPA1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	DPA1	4	complete	0	0	0	0	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	DPB1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	DPB1	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	DQA1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	DQA1	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	DQB1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	DQB1	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	DRB1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	alignment_only_hprc_asian	DRB1	4	complete	0	0	0	0	exposed_validation
HG02886	AFR	GB89	alignment_only_hprc	A	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	alignment_only_hprc	A	4	complete	0	0	0	0	exposed_validation
HG02886	AFR	GB89	alignment_only_hprc	B	2	complete	1	1	1	2	exposed_validation
