gene_id	hap_id	donor	family	annotated_form	start0	end0	strand
NA18940_2__C4_1	NA18940#2	NA18940	NA18940	C4AL	3517756	3538379	+
NA18940_2__C4_2	NA18940#2	NA18940	NA18940	C4BS	3550492	3564743	+
NA18943_1__C4_1	NA18943#1	NA18943	NA18943	C4AL	3563003	3583626	+
NA18943_1__C4_2	NA18943#1	NA18943	NA18943	C4BS	3595739	3609990	+
NA18943_2__C4_1	NA18943#2	NA18943	NA18943	C4AL	3553896	3574520	+
NA18943_2__C4_2	NA18943#2	NA18943	NA18943	C4BL	3586634	3607258	+
NA18944_1__C4_1	NA18944#1	NA18944	NA18944	C4AL	3555522	3576146	+
NA18944_1__C4_2	NA18944#1	NA18944	NA18944	C4BS	3588259	3602510	+
NA18944_2__C4_1	NA18944#2	NA18944	NA18944	C4AL	3516937	3537561	+
NA18944_2__C4_2	NA18944#2	NA18944	NA18944	C4BL	3549675	3570299	+
NA18945_1__C4_1	NA18945#1	NA18945	NA18945	C4AL	3619733	3640357	+
NA18945_1__C4_2	NA18945#1	NA18945	NA18945	C4BS	3652470	3666726	+
NA18945_2__C4_1	NA18945#2	NA18945	NA18945	C4AL	3623173	3643797	+
NA18945_2__C4_2	NA18945#2	NA18945	NA18945	C4AS	3655910	3670166	+
NA18948_1__C4_1	NA18948#1	NA18948	NA18948	C4AL	3623896	3644521	+
NA18948_1__C4_2	NA18948#1	NA18948	NA18948	C4BS	3656636	3670892	+
NA18948_2__C4_1	NA18948#2	NA18948	NA18948	C4AL	3562748	3583372	+
NA18948_2__C4_2	NA18948#2	NA18948	NA18948	C4AL	3595486	3616110	+
NA18948_2__C4_3	NA18948#2	NA18948	NA18948	C4AL	3628224	3648848	+
NA18948_2__C4_4	NA18948#2	NA18948	NA18948	C4BL	3660962	3681586	+
NA18952_1__C4_1	NA18952#1	NA18952	NA18952	C4AL	3515575	3536199	+
NA18952_1__C4_2	NA18952#1	NA18952	NA18952	C4AL	3548313	3568937	+
NA18952_1__C4_3	NA18952#1	NA18952	NA18952	C4AL	3581051	3601675	+
NA18952_1__C4_4	NA18952#1	NA18952	NA18952	C4BL	3613789	3634413	+
NA18952_2__C4_1	NA18952#2	NA18952	NA18952	C4AL	3622459	3643083	+
NA18952_2__C4_2	NA18952#2	NA18952	NA18952	C4BL	3655197	3675821	+
NA18959_1__C4_1	NA18959#1	NA18959	NA18959	C4AL	3518108	3538731	+
NA18959_1__C4_2	NA18959#1	NA18959	NA18959	C4AL	3550845	3571469	+
NA18959_2__C4_1	NA18959#2	NA18959	NA18959	C4BL	3559375	3579999	+
NA18960_1__C4_1	NA18960#1	NA18960	NA18960	C4AL	3511045	3531669	+
NA18960_1__C4_2	NA18960#1	NA18960	NA18960	C4BL	3543783	3564407	+
NA18960_2__C4_1	NA18960#2	NA18960	NA18960	C4AL	3514416	3535040	+
NA18960_2__C4_2	NA18960#2	NA18960	NA18960	C4BS	3547153	3561409	+
NA18967_1__C4_1	NA18967#1	NA18967	NA18967	C4AL	3511438	3532062	+
NA18967_1__C4_2	NA18967#1	NA18967	NA18967	C4BL	3544176	3564800	+
NA18967_2__C4_1	NA18967#2	NA18967	NA18967	C4AL	3507514	3528134	+
NA18970_1__C4_1	NA18970#1	NA18970	NA18970	C4AL	3561816	3582440	+
NA18970_1__C4_2	NA18970#1	NA18970	NA18970	C4BL	3594554	3615178	+
NA18970_2__C4_1	NA18970#2	NA18970	NA18970	C4AL	3516982	3537604	+
NA18970_2__C4_2	NA18970#2	NA18970	NA18970	C4BS	3549718	3563972	+
NA18971_1__C4_1	NA18971#1	NA18971	NA18971	C4AL	3504703	3525327	+
NA18971_1__C4_2	NA18971#1	NA18971	NA18971	C4BL	3537441	3558064	+
NA18971_2__C4_1	NA18971#2	NA18971	NA18971	C4AL	3614338	3634962	+
NA18971_2__C4_2	NA18971#2	NA18971	NA18971	C4BL	3647076	3667700	+
NA18974_1__C4_1	NA18974#1	NA18974	NA18974	C4AL	3552431	3573056	+
NA18974_1__C4_2	NA18974#1	NA18974	NA18974	C4AS	3585170	3599427	+
NA18974_1__C4_3	NA18974#1	NA18974	NA18974	C4BL	3611541	3632165	+
NA18974_2__C4_1	NA18974#2	NA18974	NA18974	C4AL	3555208	3575833	+
NA18974_2__C4_2	NA18974#2	NA18974	NA18974	C4AS	3587947	3602204	+
NA18974_2__C4_3	NA18974#2	NA18974	NA18974	C4BL	3614318	3634942	+
NA18976_1__C4_1	NA18976#1	NA18976	NA18976	C4AL	3619753	3640377	+
NA18976_1__C4_2	NA18976#1	NA18976	NA18976	C4BS	3652490	3666746	+
NA18976_2__C4_1	NA18976#2	NA18976	NA18976	C4AL	3619750	3640374	+
NA18976_2__C4_2	NA18976#2	NA18976	NA18976	C4BS	3652487	3666743	+
NA18982_1__C4_1	NA18982#1	NA18982	NA18982	C4AL	3518093	3538717	+
NA18982_1__C4_2	NA18982#1	NA18982	NA18982	C4AL	3550831	3571455	+
NA18982_2__C4_1	NA18982#2	NA18982	NA18982	C4AL	3419277	3439901	+
NA18982_2__C4_2	NA18982#2	NA18982	NA18982	C4BS	3452014	3466265	+
NA18983_1__C4_1	NA18983#1	NA18983	NA18983	C4AL	3565816	3586440	+
NA18983_1__C4_2	NA18983#1	NA18983	NA18983	C4BL	3598554	3619174	+
NA18983_2__C4_1	NA18983#2	NA18983	NA18983	C4AL	3571140	3591764	+
NA18983_2__C4_2	NA18983#2	NA18983	NA18983	C4BL	3603997	3624620	+
NA18990_1__C4_1	NA18990#1	NA18990	NA18990	C4AL	3619815	3640439	+
NA18990_1__C4_2	NA18990#1	NA18990	NA18990	C4BS	3652552	3666808	+
NA18990_2__C4_1	NA18990#2	NA18990	NA18990	C4AL	3512416	3533040	+
NA18990_2__C4_2	NA18990#2	NA18990	NA18990	C4BS	3545153	3559404	+
NA19007_1__C4_1	NA19007#1	NA19007	NA19007	C4AL	3564680	3585304	+
NA19007_2__C4_1	NA19007#2	NA19007	NA19007	C4AL	3563049	3583672	+
NA19007_2__C4_2	NA19007#2	NA19007	NA19007	C4BS	3595785	3610040	+
NA19036_1__C4_1	NA19036#1	NA19036	NA19036	C4AL	3557109	3577734	+
NA19036_1__C4_2	NA19036#1	NA19036	NA19036	C4BS	3589848	3604104	+
NA19036_2__C4_1	NA19036#2	NA19036	NA19036	C4AL	3572631	3593256	+
NA19036_2__C4_2	NA19036#2	NA19036	NA19036	C4BS	3605369	3619625	+
NA19043_1__C4_1	NA19043#1	NA19043	NA19043	C4AL	3562896	3583521	+
NA19043_1__C4_2	NA19043#1	NA19043	NA19043	C4BS	3595635	3609892	+
NA19043_2__C4_1	NA19043#2	NA19043	NA19043	C4AL	3565545	3586170	+
NA19043_2__C4_2	NA19043#2	NA19043	NA19043	C4BS	3598284	3612541	+
NA19066_1__C4_1	NA19066#1	NA19066	NA19066	C4AL	3517953	3538577	+
NA19066_1__C4_2	NA19066#1	NA19066	NA19066	C4AL	3550691	3571315	+
NA19066_2__C4_1	NA19066#2	NA19066	NA19066	C4AL	3626437	3647062	+
NA19066_2__C4_2	NA19066#2	NA19066	NA19066	C4BS	3659177	3673433	+
NA19079_1__C4_1	NA19079#1	NA19079	NA19079	C4AL	3346632	3367256	+
NA19079_1__C4_2	NA19079#1	NA19079	NA19079	C4AS	3379369	3393625	+
NA19079_2__C4_1	NA19079#2	NA19079	NA19079	C4AL	3619827	3640451	+
NA19079_2__C4_2	NA19079#2	NA19079	NA19079	C4BS	3652564	3666820	+
NA19087_1__C4_1	NA19087#1	NA19087	NA19087	C4AL	3562795	3583419	+
NA19087_1__C4_2	NA19087#1	NA19087	NA19087	C4BL	3595533	3616157	+
NA19087_2__C4_1	NA19087#2	NA19087	NA19087	C4AL	3619755	3640379	+
NA19087_2__C4_2	NA19087#2	NA19087	NA19087	C4BS	3652492	3666748	+
NA19088_1__C4_1	NA19088#1	NA19088	NA19088	C4AL	3561159	3581783	+
NA19088_1__C4_2	NA19088#1	NA19088	NA19088	C4BL	3593893	3614517	+
NA19088_2__C4_1	NA19088#2	NA19088	NA19088	C4BL	3519164	3539788	+
NA19088_2__C4_2	NA19088#2	NA19088	NA19088	C4BL	3551902	3572526	+
NA19088_2__C4_3	NA19088#2	NA19088	NA19088	C4BL	3584640	3605264	+
NA19159_1__C4_1	NA19159#1	NA19159	NA19159	C4AL	3511429	3532054	+
NA19159_1__C4_2	NA19159#1	NA19159	NA19159	C4AS	3544169	3558426	+
NA19159_1__C4_3	NA19159#1	NA19159	NA19159	C4BS	3570541	3584797	+
NA19159_2__C4_1	NA19159#2	NA19159	NA19159	C4AL	3578521	3599146	+
NA19159_2__C4_2	NA19159#2	NA19159	NA19159	C4BS	3611261	3625517	+
NA19159_2__C4_3	NA19159#2	NA19159	NA19159	C4BS	3637632	3651888	+
NA19185_1__C4_1	NA19185#1	NA19185	NA19184	C4AL	3562008	3582633	+
NA19185_1__C4_2	NA19185#1	NA19185	NA19184	C4BS	3594748	3609004	+
NA19185_2__C4_1	NA19185#2	NA19185	NA19184	C4AL	3630249	3650873	+
NA19185_2__C4_2	NA19185#2	NA19185	NA19184	C4AS	3662987	3677243	+
NA19240_1__C4_1	NA19240#1	NA19240	NA18912	C4AL	3630440	3651064	+
NA19240_1__C4_2	NA19240#1	NA19240	NA18912	C4BS	3663178	3677434	+
NA19240_2__C4_1	NA19240#2	NA19240	NA18912	C4AL	3631762	3652387	+
NA19240_2__C4_2	NA19240#2	NA19240	NA18912	C4BS	3664502	3678758	+
NA19240_2__C4_3	NA19240#2	NA19240	NA18912	C4BS	3690873	3705129	+
NA19338_1__C4_1	NA19338#1	NA19338	NA19338	C4AL	3561439	3582063	+
NA19338_1__C4_2	NA19338#1	NA19338	NA19338	C4BS	3594177	3608433	+
NA19338_2__C4_1	NA19338#2	NA19338	NA19338	C4AL	3561983	3582608	+
NA19338_2__C4_2	NA19338#2	NA19338	NA19338	C4BS	3594721	3608977	+
NA19391_1__C4_1	NA19391#1	NA19391	NA19391	C4AL	3532932	3553556	+
NA19391_1__C4_2	NA19391#1	NA19391	NA19391	C4BS	3565670	3579926	+
NA19391_2__C4_1	NA19391#2	NA19391	NA19391	C4AL	3563374	3583999	+
NA19443_1__C4_1	NA19443#1	NA19443	NA19443	C4AL	3634866	3655491	+
NA19443_2__C4_1	NA19443#2	NA19443	NA19443	C4AL	3632451	3653076	+
NA19443_2__C4_2	NA19443#2	NA19443	NA19443	C4BS	3665189	3679445	+
NA19468_1__C4_1	NA19468#1	NA19468	NA19468	C4AL	3565099	3585724	+
NA19468_1__C4_2	NA19468#1	NA19468	NA19468	C4BS	3597839	3612095	+
NA19468_2__C4_1	NA19468#2	NA19468	NA19468	C4BS	3565870	3580126	+
NA19682_1__C4_1	NA19682#1	NA19682	NA19681	C4AL	3565954	3586578	+
NA19682_1__C4_2	NA19682#1	NA19682	NA19681	C4BL	3598692	3619316	+
NA19682_2__C4_1	NA19682#2	NA19682	NA19681	C4AL	3620429	3641053	+
NA19682_2__C4_2	NA19682#2	NA19682	NA19681	C4BS	3653166	3667422	+
NA19700_1__C4_1	NA19700#1	NA19700	NA19700	C4AL	3569816	3590441	+
NA19700_1__C4_2	NA19700#1	NA19700	NA19700	C4BS	3602554	3616810	+
NA19700_2__C4_1	NA19700#2	NA19700	NA19700	C4AL	3630172	3650796	+
NA19776_1__C4_1	NA19776#1	NA19776	NA19776	C4AL	3634910	3655534	+
NA19776_1__C4_2	NA19776#1	NA19776	NA19776	C4BL	3667648	3688272	+
NA19776_2__C4_1	NA19776#2	NA19776	NA19776	C4AL	3515572	3536196	+
NA19776_2__C4_2	NA19776#2	NA19776	NA19776	C4BL	3548310	3568934	+
NA19835_1__C4_1	NA19835#1	NA19835	NA19834	C4AL	3564428	3585053	+
NA19835_1__C4_2	NA19835#1	NA19835	NA19834	C4BS	3597166	3611422	+
NA19835_2__C4_1	NA19835#2	NA19835	NA19834	C4AL	3499856	3520481	+
NA19835_2__C4_2	NA19835#2	NA19835	NA19834	C4BS	3532595	3546851	+
NA19909_1__C4_1	NA19909#1	NA19909	NA19908	C4AL	3642460	3663084	+
NA19909_1__C4_2	NA19909#1	NA19909	NA19908	C4AS	3675198	3689454	+
NA19909_2__C4_1	NA19909#2	NA19909	NA19908	C4AL	3642435	3663059	+
NA19909_2__C4_2	NA19909#2	NA19909	NA19908	C4AS	3675173	3689429	+
NA20129_2__C4_1	NA20129#2	NA20129	NA19920	C4AL	3534759	3555383	+
NA20129_2__C4_2	NA20129#2	NA20129	NA19920	C4AS	3567496	3581752	+
NA20282_1__C4_1	NA20282#1	NA20282	NA20278	C4AL	3575563	3596188	+
NA20282_1__C4_2	NA20282#1	NA20282	NA20278	C4BS	3608302	3622558	+
NA20282_1__C4_3	NA20282#1	NA20282	NA20278	C4BS	3634672	3648928	+
NA20282_2__C4_1	NA20282#2	NA20282	NA20278	C4AL	3516837	3537461	+
NA20282_2__C4_2	NA20282#2	NA20282	NA20278	C4AS	3549575	3563831	+
NA20346_1__C4_1	NA20346#1	NA20346	NA20346	C4AL	3632126	3652751	+
NA20346_1__C4_2	NA20346#1	NA20346	NA20346	C4BS	3664865	3679121	+
NA20346_2__C4_1	NA20346#2	NA20346	NA20346	C4AL	3564793	3585418	+
NA20346_2__C4_2	NA20346#2	NA20346	NA20346	C4BS	3597533	3611789	+
NA20503_1__C4_1	NA20503#1	NA20503	NA20503	C4AL	3564772	3585396	+
NA20503_1__C4_2	NA20503#1	NA20503	NA20503	C4AL	3597509	3618134	+
NA20503_2__C4_1	NA20503#2	NA20503	NA20503	C4AL	3565083	3585708	+
NA20503_2__C4_2	NA20503#2	NA20503	NA20503	C4BL	3597822	3618446	+
NA20752_1__C4_1	NA20752#1	NA20752	NA20752	C4AL	3550490	3571115	+
NA20752_1__C4_2	NA20752#1	NA20752	NA20752	C4AL	3583229	3603854	+
NA20752_2__C4_1	NA20752#2	NA20752	NA20752	C4AL	3506514	3527139	+
NA20752_2__C4_2	NA20752#2	NA20752	NA20752	C4BS	3539254	3553510	+
NA20762_1__C4_1	NA20762#1	NA20762	NA20762	C4AL	3568935	3589560	+
NA20762_1__C4_2	NA20762#1	NA20762	NA20762	C4BL	3601674	3622297	+
NA20762_2__C4_1	NA20762#2	NA20762	NA20762	C4AL	3565049	3585674	+
NA20762_2__C4_2	NA20762#2	NA20762	NA20762	C4BL	3597788	3618411	+
NA20799_1__C4_1	NA20799#1	NA20799	NA20799	C4AL	3571505	3592129	+
NA20799_1__C4_2	NA20799#1	NA20799	NA20799	C4BL	3604243	3624867	+
NA20799_2__C4_1	NA20799#2	NA20799	NA20799	C4AL	3578645	3599270	+
NA20799_2__C4_2	NA20799#2	NA20799	NA20799	C4BS	3611384	3625641	+
NA20805_1__C4_1	NA20805#1	NA20805	NA20805	C4AL	3570921	3591546	+
NA20805_2__C4_1	NA20805#2	NA20805	NA20805	C4AL	3515950	3536574	+
NA20805_2__C4_2	NA20805#2	NA20805	NA20805	C4BL	3548688	3569312	+
NA20806_1__C4_1	NA20806#1	NA20806	NA20806	C4BL	3562047	3582670	+
NA20806_1__C4_2	NA20806#1	NA20806	NA20806	C4BL	3594784	3615407	+
NA20806_2__C4_1	NA20806#2	NA20806	NA20806	C4AL	3564840	3585464	+
NA20806_2__C4_2	NA20806#2	NA20806	NA20806	C4BL	3597578	3618200	+
NA20809_1__C4_1	NA20809#1	NA20809	NA20809	C4AL	3564533	3585158	+
NA20809_1__C4_2	NA20809#1	NA20809	NA20809	C4BS	3597272	3611529	+
NA20809_2__C4_1	NA20809#2	NA20809	NA20809	C4AL	3573191	3593815	+
NA20809_2__C4_2	NA20809#2	NA20809	NA20809	C4BL	3605929	3626552	+
NA20827_1__C4_1	NA20827#1	NA20827	NA20827	C4AL	3557050	3577674	+
NA20827_1__C4_2	NA20827#1	NA20827	NA20827	C4BS	3589789	3604045	+
NA20827_2__C4_1	NA20827#2	NA20827	NA20827	C4AL	3627314	3647938	+
NA20850_1__C4_1	NA20850#1	NA20850	NA20850	C4AL	3564575	3585198	+
NA20850_1__C4_2	NA20850#1	NA20850	NA20850	C4BS	3597312	3611567	+
NA20850_2__C4_1	NA20850#2	NA20850	NA20850	C4AL	3558433	3579058	+
NA20850_2__C4_2	NA20850#2	NA20850	NA20850	C4BS	3591171	3605427	+
NA20870_1__C4_1	NA20870#1	NA20870	NA20870	C4AL	3554354	3574978	+
NA20870_1__C4_2	NA20870#1	NA20870	NA20870	C4BL	3587091	3607715	+
NA20870_2__C4_1	NA20870#2	NA20870	NA20870	C4AL	3559623	3580248	+
NA20870_2__C4_2	NA20870#2	NA20870	NA20870	C4BS	3592362	3606618	+
NA20905_1__C4_1	NA20905#1	NA20905	NA20905	C4AL	3556868	3577493	+
NA20905_2__C4_1	NA20905#2	NA20905	NA20905	C4AL	3564505	3585129	+
NA20905_2__C4_2	NA20905#2	NA20905	NA20905	C4AL	3597243	3617867	+
NA21093_1__C4_1	NA21093#1	NA21093	NA21093	C4AL	3562147	3582772	+
NA21093_1__C4_2	NA21093#1	NA21093	NA21093	C4BS	3594887	3609143	+
NA21093_2__C4_1	NA21093#2	NA21093	NA21093	C4AL	3551695	3572320	+
NA21093_2__C4_2	NA21093#2	NA21093	NA21093	C4BS	3584433	3598689	+
NA21102_1__C4_1	NA21102#1	NA21102	NA21102	C4AL	3561319	3581944	+
NA21102_1__C4_2	NA21102#1	NA21102	NA21102	C4AL	3594057	3614682	+
NA21102_1__C4_3	NA21102#1	NA21102	NA21102	C4BS	3626795	3641051	+
NA21102_2__C4_1	NA21102#2	NA21102	NA21102	C4AL	3563662	3584286	+
NA21102_2__C4_2	NA21102#2	NA21102	NA21102	C4BS	3596516	3610774	+
NA21106_1__C4_1	NA21106#1	NA21106	NA21106	C4AL	3564290	3584914	+
NA21106_1__C4_2	NA21106#1	NA21106	NA21106	C4BL	3597028	3617652	+
NA21106_2__C4_1	NA21106#2	NA21106	NA21106	C4AL	3572219	3592843	+
NA21106_2__C4_2	NA21106#2	NA21106	NA21106	C4AL	3604957	3625581	+
NA21110_1__C4_1	NA21110#1	NA21110	NA21110	C4AL	3516375	3536999	+
NA21110_1__C4_2	NA21110#1	NA21110	NA21110	C4BL	3549113	3569737	+
NA21110_2__C4_1	NA21110#2	NA21110	NA21110	C4AL	3566059	3586683	+
NA21110_2__C4_2	NA21110#2	NA21110	NA21110	C4AL	3598797	3619421	+
NA21144_1__C4_1	NA21144#1	NA21144	NA21144	C4AL	3561666	3582291	+
NA21144_1__C4_2	NA21144#1	NA21144	NA21144	C4BS	3594406	3608662	+
NA21144_2__C4_1	NA21144#2	NA21144	NA21144	C4BL	3626554	3647178	+
NA21144_2__C4_2	NA21144#2	NA21144	NA21144	C4BS	3659292	3673548	+
NA21309_1__C4_1	NA21309#1	NA21309	NA21309	C4AL	3564849	3585474	+
NA21309_1__C4_2	NA21309#1	NA21309	NA21309	C4BS	3597588	3611844	+
NA21309_2__C4_1	NA21309#2	NA21309	NA21309	C4AL	3557205	3577829	+
NA21309_2__C4_2	NA21309#2	NA21309	NA21309	C4BS	3589942	3604198	+
apr-f_1__C4_1	apr-f#1	apr-f	apr-f	C4AL	3568895	3589519	+
apr-f_1__C4_2	apr-f#1	apr-f	apr-f	C4BS	3601633	3615888	+
apr-f_2__C4_1	apr-f#2	apr-f	apr-f	C4AL	3560592	3581216	+
apr-f_2__C4_2	apr-f#2	apr-f	apr-f	C4AS	3593329	3607582	+
apr-m_1__C4_1	apr-m#1	apr-m	apr-f	C4AL	3558095	3578720	+
apr-m_1__C4_2	apr-m#1	apr-m	apr-f	C4BS	3590832	3605088	+
apr-m_2__C4_1	apr-m#2	apr-m	apr-f	C4AL	3570593	3591217	+
apr-m_2__C4_2	apr-m#2	apr-m	apr-f	C4BL	3603331	3623955	+
apr-s_1__C4_1	apr-s#1	apr-s	apr-f	C4AL	3570535	3591159	+
apr-s_1__C4_2	apr-s#1	apr-s	apr-f	C4BL	3603273	3623897	+
apr-s_2__C4_1	apr-s#2	apr-s	apr-f	C4AL	3563591	3584215	+
apr-s_2__C4_2	apr-s#2	apr-s	apr-f	C4BS	3596329	3610584	+
apr001_1__C4_1	apr001#1	apr001	apr001	C4AL	3557498	3578122	+
apr001_1__C4_2	apr001#1	apr001	apr001	C4BL	3590236	3610860	+
apr001_2__C4_1	apr001#2	apr001	apr001	C4AL	3559518	3580143	+
apr002_1__C4_1	apr002#1	apr002	apr002	C4BL	3546672	3567294	+
apr002_1__C4_2	apr002#1	apr002	apr002	C4AS	3579408	3593665	+
apr002_1__C4_3	apr002#1	apr002	apr002	C4BS	3605776	3620032	+
apr002_2__C4_1	apr002#2	apr002	apr002	C4AL	3568794	3589419	+
apr002_2__C4_2	apr002#2	apr002	apr002	C4BS	3601532	3615788	+
apr003_1__C4_1	apr003#1	apr003	apr003	C4AL	3514651	3535275	+
apr003_1__C4_2	apr003#1	apr003	apr003	C4BL	3547389	3568013	+
apr003_2__C4_1	apr003#2	apr003	apr003	C4AL	3563488	3584113	+
apr003_2__C4_2	apr003#2	apr003	apr003	C4BS	3596226	3610482	+
apr004_1__C4_1	apr004#1	apr004	apr004	C4BL	3546622	3567244	+
apr004_1__C4_2	apr004#1	apr004	apr004	C4AS	3579358	3593615	+
apr004_2__C4_1	apr004#2	apr004	apr004	C4AL	3516813	3537437	+
apr004_2__C4_2	apr004#2	apr004	apr004	C4BS	3549667	3563925	+
apr005_1__C4_1	apr005#1	apr005	apr005	C4AL	3572672	3593296	+
apr005_2__C4_1	apr005#2	apr005	apr005	C4AL	3566118	3586742	+
apr005_2__C4_2	apr005#2	apr005	apr005	C4BS	3598972	3613230	+
apr006_1__C4_1	apr006#1	apr006	apr006	C4AL	3573409	3594033	+
apr006_1__C4_2	apr006#1	apr006	apr006	C4BS	3606263	3620521	+
apr006_2__C4_1	apr006#2	apr006	apr006	C4AL	3560080	3580705	+
apr006_2__C4_2	apr006#2	apr006	apr006	C4BS	3592818	3607074	+
apr007_1__C4_1	apr007#1	apr007	apr007	C4AL	3561811	3582435	+
apr007_1__C4_2	apr007#1	apr007	apr007	C4BL	3594549	3615173	+
apr007_2__C4_1	apr007#2	apr007	apr007	C4BL	3546725	3567347	+
apr007_2__C4_2	apr007#2	apr007	apr007	C4AS	3579462	3593719	+
apr008_1__C4_1	apr008#1	apr008	apr008	C4AL	3617281	3637906	+
apr008_2__C4_1	apr008#2	apr008	apr008	C4AL	3567189	3587813	+
apr008_2__C4_2	apr008#2	apr008	apr008	C4BS	3600043	3614301	+
apr009_1__C4_1	apr009#1	apr009	apr009	C4BL	3545216	3565838	+
apr009_1__C4_2	apr009#1	apr009	apr009	C4AS	3577952	3592209	+
apr009_1__C4_3	apr009#1	apr009	apr009	C4BS	3604320	3618576	+
apr009_2__C4_1	apr009#2	apr009	apr009	C4AL	3516007	3536632	+
apr009_2__C4_2	apr009#2	apr009	apr009	C4AL	3548746	3569370	+
apr010_1__C4_1	apr010#1	apr010	apr010	C4BL	3548696	3569318	+
apr010_1__C4_2	apr010#1	apr010	apr010	C4AS	3581432	3595689	+
apr010_1__C4_3	apr010#1	apr010	apr010	C4BS	3607800	3622056	+
apr010_2__C4_1	apr010#2	apr010	apr010	C4BL	3578868	3599492	+
apr010_2__C4_2	apr010#2	apr010	apr010	C4AL	3611606	3632230	+
apr011_1__C4_1	apr011#1	apr011	apr011	C4AL	3634785	3655410	+
apr011_2__C4_1	apr011#2	apr011	apr011	C4AL	3560642	3581265	+
apr011_2__C4_2	apr011#2	apr011	apr011	C4BS	3593495	3607753	+
apr012_1__C4_1	apr012#1	apr012	apr012	C4AL	3553698	3574322	+
apr012_1__C4_2	apr012#1	apr012	apr012	C4BS	3586552	3600810	+
apr012_2__C4_1	apr012#2	apr012	apr012	C4AL	3634226	3654851	+
apr013_1__C4_1	apr013#1	apr013	apr013	C4AL	3508931	3529555	+
apr013_2__C4_1	apr013#2	apr013	apr013	C4AL	3559036	3579660	+
apr013_2__C4_2	apr013#2	apr013	apr013	C4AL	3591774	3612398	+
apr014_1__C4_1	apr014#1	apr014	apr014	C4AL	3627129	3647753	+
apr014_1__C4_2	apr014#1	apr014	apr014	C4BS	3659983	3674241	+
apr014_2__C4_1	apr014#2	apr014	apr014	C4AL	3630106	3650730	+
apr014_2__C4_2	apr014#2	apr014	apr014	C4AS	3662844	3677100	+
apr015_1__C4_1	apr015#1	apr015	apr015	C4AL	3563620	3584244	+
apr015_1__C4_2	apr015#1	apr015	apr015	C4BS	3596474	3610732	+
apr015_2__C4_1	apr015#2	apr015	apr015	C4AL	3563345	3583969	+
apr016_1__C4_1	apr016#1	apr016	apr016	C4AL	3559052	3579677	+
apr016_1__C4_2	apr016#1	apr016	apr016	C4BS	3591790	3606046	+
apr016_2__C4_1	apr016#2	apr016	apr016	C4AL	3548818	3569442	+
apr016_2__C4_2	apr016#2	apr016	apr016	C4BL	3581556	3602180	+
apr018_1__C4_1	apr018#1	apr018	apr018	C4AL	3564307	3584931	+
apr018_1__C4_2	apr018#1	apr018	apr018	C4BL	3597045	3617669	+
apr018_2__C4_1	apr018#2	apr018	apr018	C4AL	3552891	3573516	+
apr018_2__C4_2	apr018#2	apr018	apr018	C4BS	3585629	3599885	+
apr019_1__C4_1	apr019#1	apr019	apr019	C4AL	3556014	3576638	+
apr019_2__C4_1	apr019#2	apr019	apr019	C4AL	3563145	3583770	+
apr020_1__C4_1	apr020#1	apr020	apr020	C4AL	3564592	3585215	+
apr020_1__C4_2	apr020#1	apr020	apr020	C4BS	3597329	3611584	+
apr020_2__C4_1	apr020#2	apr020	apr020	C4AL	3560826	3581451	+
apr021_1__C4_1	apr021#1	apr021	apr021	C4AL	3560987	3581612	+
apr021_1__C4_2	apr021#1	apr021	apr021	C4AL	3593726	3614350	+
apr021_2__C4_1	apr021#2	apr021	apr021	C4AL	3564378	3585003	+
apr021_2__C4_2	apr021#2	apr021	apr021	C4AS	3597117	3611374	+
apr021_2__C4_3	apr021#2	apr021	apr021	C4BL	3623488	3644112	+
apr022_1__C4_1	apr022#1	apr022	apr022	C4AL	3561191	3581816	+
apr022_1__C4_2	apr022#1	apr022	apr022	C4BS	3593929	3608185	+
apr022_2__C4_1	apr022#2	apr022	apr022	C4BL	3565305	3585926	+
apr022_2__C4_2	apr022#2	apr022	apr022	C4AS	3598040	3612297	+
apr022_2__C4_3	apr022#2	apr022	apr022	C4BS	3624408	3638665	+
apr023_1__C4_1	apr023#1	apr023	apr023	C4AS	3566209	3580466	+
apr023_1__C4_2	apr023#1	apr023	apr023	C4BL	3592580	3613204	+
apr023_2__C4_1	apr023#2	apr023	apr023	C4AL	3518421	3539046	+
apr024_1__C4_1	apr024#1	apr024	apr024	C4AL	3559427	3580051	+
apr024_1__C4_2	apr024#1	apr024	apr024	C4BL	3592165	3612788	+
apr024_2__C4_1	apr024#2	apr024	apr024	C4AL	3578247	3598871	+
apr024_2__C4_2	apr024#2	apr024	apr024	C4BL	3610985	3631609	+
apr025_1__C4_1	apr025#1	apr025	apr025	C4AL	3570809	3591434	+
apr025_1__C4_2	apr025#1	apr025	apr025	C4BS	3603547	3617803	+
apr025_2__C4_1	apr025#2	apr025	apr025	C4AL	3561785	3582410	+
apr025_2__C4_2	apr025#2	apr025	apr025	C4BS	3594524	3608780	+
apr026_1__C4_1	apr026#1	apr026	apr026	C4AL	3624190	3644815	+
apr026_1__C4_2	apr026#1	apr026	apr026	C4BS	3656930	3671186	+
apr026_2__C4_1	apr026#2	apr026	apr026	C4AL	3566819	3587443	+
apr027_1__C4_1	apr027#1	apr027	apr027	C4BL	3566782	3587404	+
apr027_1__C4_2	apr027#1	apr027	apr027	C4AS	3599518	3613775	+
apr027_1__C4_3	apr027#1	apr027	apr027	C4BS	3625887	3640143	+
