donor	cram
NA18613	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239511/NA18613.final.cram
NA18614	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239457/NA18614.final.cram
NA18615	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239512/NA18615.final.cram
NA18616	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239513/NA18616.final.cram
NA18617	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239514/NA18617.final.cram
NA18618	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239515/NA18618.final.cram
NA18619	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239516/NA18619.final.cram
NA18621	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239518/NA18621.final.cram
NA18622	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239519/NA18622.final.cram
NA18623	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239520/NA18623.final.cram
NA18624	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239521/NA18624.final.cram
NA18625	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239522/NA18625.final.cram
NA18626	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239523/NA18626.final.cram
NA18627	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239524/NA18627.final.cram
NA18628	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239525/NA18628.final.cram
NA18630	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239526/NA18630.final.cram
NA18631	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239527/NA18631.final.cram
NA18632	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239528/NA18632.final.cram
NA18633	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239529/NA18633.final.cram
NA18634	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239530/NA18634.final.cram
NA18635	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239531/NA18635.final.cram
NA18636	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239532/NA18636.final.cram
NA18637	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239533/NA18637.final.cram
NA18638	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239381/NA18638.final.cram
NA18639	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239534/NA18639.final.cram
NA18640	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239535/NA18640.final.cram
NA18641	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239536/NA18641.final.cram
NA18642	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239537/NA18642.final.cram
NA18643	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239538/NA18643.final.cram
NA18645	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239539/NA18645.final.cram
NA18647	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239540/NA18647.final.cram
NA18740	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239541/NA18740.final.cram
NA18745	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239542/NA18745.final.cram
NA18748	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239544/NA18748.final.cram
NA18749	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239545/NA18749.final.cram
NA18757	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239546/NA18757.final.cram
NA18852	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989353/NA18852.final.cram
NA18853	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239382/NA18853.final.cram
NA18854	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989354/NA18854.final.cram
NA18855	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989355/NA18855.final.cram
NA18856	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239383/NA18856.final.cram
NA18857	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989356/NA18857.final.cram
NA18858	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239384/NA18858.final.cram
NA18859	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989357/NA18859.final.cram
NA18860	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989358/NA18860.final.cram
NA18861	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239385/NA18861.final.cram
NA18862	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989359/NA18862.final.cram
NA18863	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989360/NA18863.final.cram
NA18870	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239386/NA18870.final.cram
NA18871	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239387/NA18871.final.cram
NA18872	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989362/NA18872.final.cram
NA18912	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239390/NA18912.final.cram
NA18913	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989366/NA18913.final.cram
NA18914	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989367/NA18914.final.cram
NA18939	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239557/NA18939.final.cram
NA18941	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239558/NA18941.final.cram
NA18942	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239393/NA18942.final.cram
NA18946	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239559/NA18946.final.cram
NA18947	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239397/NA18947.final.cram
NA18949	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239399/NA18949.final.cram
NA18951	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239400/NA18951.final.cram
NA18953	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239402/NA18953.final.cram
NA18954	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239560/NA18954.final.cram
NA18956	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239403/NA18956.final.cram
NA18957	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239561/NA18957.final.cram
NA18961	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239406/NA18961.final.cram
NA18962	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239562/NA18962.final.cram
NA18963	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239563/NA18963.final.cram
NA18964	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239407/NA18964.final.cram
NA18965	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239408/NA18965.final.cram
NA18966	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239564/NA18966.final.cram
NA18968	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239410/NA18968.final.cram
NA18969	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239411/NA18969.final.cram
NA18972	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239414/NA18972.final.cram
NA18973	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239415/NA18973.final.cram
NA18975	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239417/NA18975.final.cram
NA18977	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239565/NA18977.final.cram
NA18978	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239566/NA18978.final.cram
NA18979	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239567/NA18979.final.cram
NA18980	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239419/NA18980.final.cram
NA18981	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239420/NA18981.final.cram
NA18987	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239568/NA18987.final.cram
NA18991	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239570/NA18991.final.cram
NA18992	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239571/NA18992.final.cram
NA18993	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239572/NA18993.final.cram
NA18994	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239573/NA18994.final.cram
NA18995	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239574/NA18995.final.cram
NA18997	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239575/NA18997.final.cram
NA18998	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239576/NA18998.final.cram
NA18999	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239577/NA18999.final.cram
NA19000	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239578/NA19000.final.cram
NA19001	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239579/NA19001.final.cram
NA19002	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239580/NA19002.final.cram
NA19003	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239581/NA19003.final.cram
NA19005	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239421/NA19005.final.cram
NA19009	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239583/NA19009.final.cram
NA19010	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239584/NA19010.final.cram
NA19012	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239585/NA19012.final.cram
NA19027	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239690/NA19027.final.cram
NA19028	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239691/NA19028.final.cram
NA19031	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239693/NA19031.final.cram
NA19035	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239694/NA19035.final.cram
NA19038	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239697/NA19038.final.cram
NA19041	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239698/NA19041.final.cram
NA19054	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239586/NA19054.final.cram
NA19055	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239587/NA19055.final.cram
NA19056	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239588/NA19056.final.cram
NA19057	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239589/NA19057.final.cram
NA19058	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239590/NA19058.final.cram
NA19059	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239591/NA19059.final.cram
NA19060	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239592/NA19060.final.cram
NA19062	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239593/NA19062.final.cram
NA19063	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239594/NA19063.final.cram
NA19064	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239595/NA19064.final.cram
NA19065	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239596/NA19065.final.cram
NA19067	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239598/NA19067.final.cram
NA19068	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239599/NA19068.final.cram
NA19070	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239600/NA19070.final.cram
NA19072	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239601/NA19072.final.cram
NA19074	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239602/NA19074.final.cram
NA19075	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239603/NA19075.final.cram
NA19076	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239604/NA19076.final.cram
NA19077	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239605/NA19077.final.cram
NA19078	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239606/NA19078.final.cram
NA19080	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239608/NA19080.final.cram
NA19081	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239609/NA19081.final.cram
NA19082	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239610/NA19082.final.cram
NA19083	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239611/NA19083.final.cram
NA19084	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239612/NA19084.final.cram
NA19085	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239613/NA19085.final.cram
NA19086	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239614/NA19086.final.cram
NA19092	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239617/NA19092.final.cram
NA19093	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239422/NA19093.final.cram
NA19094	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989371/NA19094.final.cram
NA19098	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239423/NA19098.final.cram
NA19099	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239424/NA19099.final.cram
NA19100	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989373/NA19100.final.cram
NA19101	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989374/NA19101.final.cram
NA19102	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239425/NA19102.final.cram
NA19103	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989375/NA19103.final.cram
NA19116	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239428/NA19116.final.cram
NA19119	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239429/NA19119.final.cram
NA19120	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989378/NA19120.final.cram
NA19127	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989381/NA19127.final.cram
NA19128	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989382/NA19128.final.cram
NA19129	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239430/NA19129.final.cram
NA19130	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239625/NA19130.final.cram
NA19131	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239431/NA19131.final.cram
NA19132	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989383/NA19132.final.cram
NA19137	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239432/NA19137.final.cram
NA19138	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239433/NA19138.final.cram
NA19139	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989384/NA19139.final.cram
NA19140	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989385/NA19140.final.cram
NA19141	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239434/NA19141.final.cram
NA19142	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989386/NA19142.final.cram
NA19143	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239435/NA19143.final.cram
NA19144	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239436/NA19144.final.cram
NA19145	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989387/NA19145.final.cram
NA19152	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239438/NA19152.final.cram
NA19153	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239439/NA19153.final.cram
NA19154	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989391/NA19154.final.cram
NA19171	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239442/NA19171.final.cram
NA19172	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239443/NA19172.final.cram
NA19173	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989393/NA19173.final.cram
NA19200	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239445/NA19200.final.cram
NA19201	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239446/NA19201.final.cram
NA19202	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989400/NA19202.final.cram
NA19203	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989401/NA19203.final.cram
NA19204	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239447/NA19204.final.cram
NA19205	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989402/NA19205.final.cram
NA19206	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239448/NA19206.final.cram
NA19207	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239449/NA19207.final.cram
NA19208	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989403/NA19208.final.cram
NA19209	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239450/NA19209.final.cram
NA19210	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239451/NA19210.final.cram
NA19211	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989404/NA19211.final.cram
NA19221	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989406/NA19221.final.cram
NA19222	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239892/NA19222.final.cram
NA19223	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239636/NA19223.final.cram
NA19307	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239704/NA19307.final.cram
NA19308	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239705/NA19308.final.cram
NA19309	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239706/NA19309.final.cram
NA19310	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239707/NA19310.final.cram
NA19314	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239709/NA19314.final.cram
NA19315	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239710/NA19315.final.cram
NA19316	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239711/NA19316.final.cram
NA19317	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239712/NA19317.final.cram
NA19318	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239713/NA19318.final.cram
NA19319	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239714/NA19319.final.cram
NA19321	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239716/NA19321.final.cram
NA19324	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239718/NA19324.final.cram
NA19327	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239719/NA19327.final.cram
NA19328	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239720/NA19328.final.cram
NA19332	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239722/NA19332.final.cram
NA19334	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239723/NA19334.final.cram
NA19346	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239725/NA19346.final.cram
NA19347	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239726/NA19347.final.cram
NA19350	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239727/NA19350.final.cram
NA19360	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239730/NA19360.final.cram
NA19372	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239731/NA19372.final.cram
NA19374	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239732/NA19374.final.cram
NA19375	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239733/NA19375.final.cram
NA19376	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239734/NA19376.final.cram
NA19377	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239735/NA19377.final.cram
NA19379	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239737/NA19379.final.cram
NA19380	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239738/NA19380.final.cram
NA19383	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239739/NA19383.final.cram
NA19384	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239740/NA19384.final.cram
NA19385	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239741/NA19385.final.cram
NA19390	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239742/NA19390.final.cram
NA19393	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239744/NA19393.final.cram
NA19394	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239745/NA19394.final.cram
NA19397	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239747/NA19397.final.cram
NA19399	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239748/NA19399.final.cram
NA19403	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239750/NA19403.final.cram
NA19404	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239751/NA19404.final.cram
NA19428	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239752/NA19428.final.cram
NA19429	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239753/NA19429.final.cram
NA19430	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239754/NA19430.final.cram
NA19431	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239755/NA19431.final.cram
NA19434	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239756/NA19434.final.cram
NA19435	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239757/NA19435.final.cram
NA19436	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239758/NA19436.final.cram
NA19437	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239759/NA19437.final.cram
NA19438	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239760/NA19438.final.cram
NA19439	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239761/NA19439.final.cram
NA19440	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239762/NA19440.final.cram
NA19445	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239764/NA19445.final.cram
NA19446	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239765/NA19446.final.cram
NA19448	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239766/NA19448.final.cram
NA19449	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239767/NA19449.final.cram
NA19451	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239768/NA19451.final.cram
NA19452	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239769/NA19452.final.cram
NA19455	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239771/NA19455.final.cram
NA19456	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239772/NA19456.final.cram
NA19457	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239773/NA19457.final.cram
NA19462	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239775/NA19462.final.cram
NA19463	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239776/NA19463.final.cram
NA19466	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239777/NA19466.final.cram
NA19467	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239778/NA19467.final.cram
NA19471	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239780/NA19471.final.cram
NA19472	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239781/NA19472.final.cram
NA19473	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239782/NA19473.final.cram
NA19474	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239783/NA19474.final.cram
NA19625	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239893/NA19625.final.cram
NA19648	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239894/NA19648.final.cram
