locus	haplotype	hap_id	gene	strand	clipped	gene_start0	gene_end0	cds
HLA-DQ	HIFI032429D.1	HIFI032429D#1	DQA1	+	0	9985	15514	10082-10164,13934-14183,14596-14878,15235-15390
HLA-DQ	HIFI032429D.2	HIFI032429D#2	DQA1	+	0	9432	15992	10164-10246,14104-14350,14762-15044,15407-15562
HLA-DQ	HIFI032440D.1	HIFI032440D#1	DQA1	+	0	9917	15578	10094-10176,13946-14195,14608-14890,15246-15401
HLA-DQ	HIFI032440D.2	HIFI032440D#2	DQA1	+	0	9328	15813	10070-10152,13922-14171,14584-14866,15222-15377
HLA-DQ	HIFI032450D.1	HIFI032450D#1	DQA1	+	0	9978	15626	10075-10157,13977-14223,14635-14917,15350-15505
HLA-DQ	HIFI032450D.2	HIFI032450D#2	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	HIFI032453D.1	HIFI032453D#1	DQA1	+	0	9886	15596	10063-10145,13964-14210,14622-14904,15267-15422
HLA-DQ	HIFI032453D.2	HIFI032453D#2	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	HIFI032454D.1	HIFI032454D#1	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	HIFI032454D.2	HIFI032454D#2	DQA1	+	0	9886	15596	10063-10145,13964-14210,14622-14904,15267-15422
HLA-DQ	HIFI032462D.1	HIFI032462D#1	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HIFI032462D.2	HIFI032462D#2	DQA1	+	0	9311	15795	10053-10135,13904-14153,14566-14848,15204-15359
HLA-DQ	HIFI032473D.1	HIFI032473D#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HIFI032473D.2	HIFI032473D#2	DQA1	+	0	9346	15827	10088-10170,13936-14185,14598-14880,15236-15391
HLA-DQ	HIFI032487D.1	HIFI032487D#1	DQA1	+	0	9886	15596	10063-10145,13964-14210,14622-14904,15267-15422
HLA-DQ	HIFI032487D.2	HIFI032487D#2	DQA1	+	0	9328	15813	10070-10152,13922-14171,14584-14866,15222-15377
HLA-DQ	HIFI032501D.1	HIFI032501D#1	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HIFI032501D.2	HIFI032501D#2	DQA1	+	0	9322	15851	10064-10146,13965-14211,14623-14905,15268-15423
HLA-DQ	HIFI032510D.1	HIFI032510D#1	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	HIFI032510D.2	HIFI032510D#2	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	HIFI032513D.1	HIFI032513D#1	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HIFI032513D.2	HIFI032513D#2	DQA1	+	0	9817	15494	10082-10164,13934-14183,14596-14878,15235-15390
HLA-DQ	HIFI032529D.1	HIFI032529D#1	DQA1	+	0	9985	15514	10082-10164,13934-14183,14596-14878,15235-15390
HLA-DQ	HIFI032529D.2	HIFI032529D#2	DQA1	+	0	9349	15834	10091-10173,13943-14192,14605-14887,15243-15398
HLA-DQ	HIFI032566D.1	HIFI032566D#1	DQA1	+	0	9886	15596	10063-10145,13964-14210,14622-14904,15267-15422
HLA-DQ	HIFI032566D.2	HIFI032566D#2	DQA1	+	0	10076	15502	10076-10158,13978-14224,14636-14918,15347-15502
HLA-DQ	HIFI032567D.1	HIFI032567D#1	DQA1	+	0	9334	15923	10076-10158,13977-14223,14635-14917,15338-15493
HLA-DQ	HIFI032567D.2	HIFI032567D#2	DQA1	+	0	9339	15742	10085-10167,13861-14107,14519-14801,15153-15308
HLA-DQ	HIFI032585D.1	HIFI032585D#1	DQA1	+	0	9322	15851	10064-10146,13965-14211,14623-14905,15268-15423
HLA-DQ	HIFI032585D.2	HIFI032585D#2	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	HIFI032586D.1	HIFI032586D#1	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HIFI032586D.2	HIFI032586D#2	DQA1	+	0	9328	15813	10070-10152,13922-14171,14584-14866,15222-15377
HLA-DQ	HIFI032591D.1	HIFI032591D#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HIFI032591D.2	HIFI032591D#2	DQA1	+	0	9329	15814	10071-10153,13923-14172,14585-14867,15223-15378
HLA-DQ	HIFI032604D.1	HIFI032604D#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HIFI032604D.2	HIFI032604D#2	DQA1	+	0	9429	15989	10161-10243,14101-14347,14759-15041,15404-15559
HLA-DQ	HIFI032607D.1	HIFI032607D#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HIFI032607D.2	HIFI032607D#2	DQA1	+	0	8587	15079	9329-9411,13188-13437,13850-14132,14488-14643
HLA-DQ	HIFI032662D.1	HIFI032662D#1	DQA1	+	0	9334	15935	10076-10158,13977-14223,14635-14917,15350-15505
HLA-DQ	HIFI032662D.2	HIFI032662D#2	DQA1	+	0	9385	15946	10117-10199,14058-14304,14716-14998,15361-15516
HLA-DQ	HIFI032668D.1	HIFI032668D#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HIFI032668D.2	HIFI032668D#2	DQA1	+	0	9991	15518	10088-10170,13939-14188,14601-14883,15239-15394
HLA-DQ	HIFI032682D.1	HIFI032682D#1	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	HIFI032682D.2	HIFI032682D#2	DQA1	+	0	9788	15823	10069-10151,13932-14181,14594-14876,15232-15387
HLA-DQ	HIFI032685D.1	HIFI032685D#1	DQA1	+	0	9322	15851	10064-10146,13965-14211,14623-14905,15268-15423
HLA-DQ	HIFI032685D.2	HIFI032685D#2	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HIFI032692D.1	HIFI032692D#1	DQA1	+	0	9322	15851	10064-10146,13965-14211,14623-14905,15268-15423
HLA-DQ	HIFI032692D.2	HIFI032692D#2	DQA1	+	0	9908	15476	10085-10167,13861-14107,14519-14801,15152-15307
HLA-DQ	HIFI032693D.1	HIFI032693D#1	DQA1	+	0	9334	15923	10076-10158,13977-14223,14635-14917,15338-15493
HLA-DQ	HIFI032693D.2	HIFI032693D#2	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	HIFI032698D.1	HIFI032698D#1	DQA1	+	0	9322	15851	10064-10146,13965-14211,14623-14905,15268-15423
HLA-DQ	HIFI032698D.2	HIFI032698D#2	DQA1	+	0	9312	15797	10054-10136,13906-14155,14568-14850,15206-15361
HLA-DQ	HIFI032706D.1	HIFI032706D#1	DQA1	+	0	9385	15946	10117-10199,14058-14304,14716-14998,15361-15516
HLA-DQ	HIFI032706D.2	HIFI032706D#2	DQA1	+	0	9985	15838	10117-10199,14052-14298,14710-14992,15355-15510
HLA-DQ	HIFI032711D.1	HIFI032711D#1	DQA1	+	0	9312	15797	10054-10136,13906-14155,14568-14850,15206-15361
HLA-DQ	HIFI032711D.2	HIFI032711D#2	DQA1	+	0	9429	15989	10161-10243,14101-14347,14759-15041,15404-15559
HLA-DQ	HIFI032731D.1	HIFI032731D#1	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	RY01.1	RY01#1	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	RY01.2	RY01#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	RY02.1	RY02#1	DQA1	+	0	9313	15805	10055-10137,13912-14161,14574-14856,15214-15369
HLA-DQ	RY02.2	RY02#2	DQA1	+	0	9343	15828	10085-10167,13937-14186,14599-14881,15237-15392
HLA-DQ	RY03.1	RY03#1	DQA1	+	0	9339	15742	10085-10167,13861-14107,14519-14801,15153-15308
HLA-DQ	RY03.2	RY03#2	DQA1	+	0	9312	15797	10054-10136,13906-14155,14568-14850,15206-15361
HLA-DQ	RY04.1	RY04#1	DQA1	+	0	9334	15923	10076-10158,13977-14223,14635-14917,15338-15493
HLA-DQ	RY04.2	RY04#2	DQA1	+	0	9322	15851	10064-10146,13965-14211,14623-14905,15268-15423
HLA-DQ	RY05.1	RY05#1	DQA1	+	0	9329	15922	10071-10153,13972-14218,14630-14912,15337-15492
HLA-DQ	RY05.2	RY05#2	DQA1	+	0	9313	15805	10055-10137,13912-14161,14574-14856,15214-15369
HLA-DQ	RY06.1	RY06#1	DQA1	+	0	9333	15930	10075-10157,13976-14222,14634-14916,15345-15500
HLA-DQ	RY06.2	RY06#2	DQA1	+	0	9349	15833	10091-10173,13942-14191,14604-14886,15242-15397
HLA-DQ	RY07.1	RY07#1	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	RY07.2	RY07#2	DQA1	+	0	9339	15742	10085-10167,13861-14107,14519-14801,15153-15308
HLA-DQ	RY08.1	RY08#1	DQA1	+	0	9917	15579	10094-10176,13947-14196,14609-14891,15247-15402
HLA-DQ	RY08.2	RY08#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	RY09.1	RY09#1	DQA1	+	0	9339	15742	10085-10167,13861-14107,14519-14801,15153-15308
HLA-DQ	RY09.2	RY09#2	DQA1	+	0	9339	15742	10085-10167,13861-14107,14519-14801,15153-15308
HLA-DQ	RY10.1	RY10#1	DQA1	+	0	9340	15825	10082-10164,13934-14183,14596-14878,15234-15389
HLA-DQ	RY10.2	RY10#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	RY11.1	RY11#1	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	RY11.2	RY11#2	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HG00408.1	HG00408#1	DQA1	+	0	9312	15796	10054-10136,13905-14154,14567-14849,15205-15360
HLA-DQ	HG00408.2	HG00408#2	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	HG00423.1	HG00423#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG00423.2	HG00423#2	DQA1	+	0	9329	15814	10071-10153,13923-14172,14585-14867,15223-15378
HLA-DQ	HG00438.1	HG00438#1	DQA1	+	0	9312	15797	10054-10136,13906-14155,14568-14850,15206-15361
HLA-DQ	HG00438.2	HG00438#2	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HG005.1	HG005#1	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HG005.2	HG005#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG00544.1	HG00544#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG00544.2	HG00544#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG00558.1	HG00558#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG00558.2	HG00558#2	DQA1	+	0	9311	15796	10053-10135,13905-14154,14567-14849,15205-15360
HLA-DQ	HG00597.1	HG00597#1	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	HG00597.2	HG00597#2	DQA1	+	0	9334	15931	10076-10158,13977-14223,14635-14917,15346-15501
HLA-DQ	HG00609.1	HG00609#1	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	HG00609.2	HG00609#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG00621.1	HG00621#1	DQA1	+	0	9813	15434	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG00621.2	HG00621#2	DQA1	+	0	9334	15927	10076-10158,13977-14223,14635-14917,15342-15497
HLA-DQ	HG00658.1	HG00658#1	DQA1	+	0	9329	15814	10071-10153,13923-14172,14585-14867,15223-15378
HLA-DQ	HG00658.2	HG00658#2	DQA1	+	0	9312	15796	10054-10136,13905-14154,14567-14849,15205-15360
HLA-DQ	HG00673.1	HG00673#1	DQA1	+	0	9899	15663	10076-10158,13977-14223,14635-14917,15334-15489
HLA-DQ	HG00673.2	HG00673#2	DQA1	+	0	9328	15813	10070-10152,13922-14171,14584-14866,15222-15377
HLA-DQ	HG00706.1	HG00706#1	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	HG00706.2	HG00706#2	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	HG02015.1	HG02015#1	DQA1	+	0	9917	15579	10094-10176,13947-14196,14609-14891,15247-15402
HLA-DQ	HG02015.2	HG02015#2	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HG02027.1	HG02027#1	DQA1	+	0	9430	15990	10162-10244,14102-14348,14760-15042,15405-15560
HLA-DQ	HG02027.2	HG02027#2	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	HG02040.1	HG02040#1	DQA1	+	0	9311	15796	10053-10135,13905-14154,14567-14849,15205-15360
HLA-DQ	HG02040.2	HG02040#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG02056.1	HG02056#1	DQA1	+	0	9322	15851	10064-10146,13965-14211,14623-14905,15268-15423
HLA-DQ	HG02056.2	HG02056#2	DQA1	+	0	9322	15851	10064-10146,13965-14211,14623-14905,15268-15423
HLA-DQ	HG02071.1	HG02071#1	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	HG02071.2	HG02071#2	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	HG02074.1	HG02074#1	DQA1	+	0	9312	15796	10054-10136,13905-14154,14567-14849,15205-15360
HLA-DQ	HG02074.2	HG02074#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG02080.1	HG02080#1	DQA1	+	0	9886	15596	10063-10145,13964-14210,14622-14904,15267-15422
HLA-DQ	HG02080.2	HG02080#2	DQA1	+	0	9339	15742	10085-10167,13861-14107,14519-14801,15153-15308
HLA-DQ	HG02083.1	HG02083#1	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	HG02083.2	HG02083#2	DQA1	+	0	9331	15768	10077-10159,13856-14105,14550-14832,15179-15334
HLA-DQ	HG02129.1	HG02129#1	DQA1	+	0	9788	15823	10069-10151,13932-14181,14594-14876,15232-15387
HLA-DQ	HG02129.2	HG02129#2	DQA1	+	0	9817	15494	10082-10164,13934-14183,14596-14878,15235-15390
HLA-DQ	HG02132.1	HG02132#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG02132.2	HG02132#2	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HG02135.1	HG02135#1	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	HG02135.2	HG02135#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG02155.1	HG02155#1	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	HG02155.2	HG02155#2	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	HG02165.1	HG02165#1	DQA1	+	0	9312	15796	10054-10136,13905-14154,14567-14849,15205-15360
HLA-DQ	HG02165.2	HG02165#2	DQA1	+	0	9312	15796	10054-10136,13905-14154,14567-14849,15205-15360
HLA-DQ	HG02178.1	HG02178#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG02178.2	HG02178#2	DQA1	+	0	9985	15514	10082-10164,13934-14183,14596-14878,15235-15390
HLA-DQ	HG02391.1	HG02391#1	DQA1	+	0	9917	15579	10094-10176,13947-14196,14609-14891,15247-15402
HLA-DQ	HG02391.2	HG02391#2	DQA1	+	0	9349	15834	10091-10173,13943-14192,14605-14887,15243-15398
HLA-DQ	HG02392.1	HG02392#1	DQA1	+	0	9985	15514	10082-10164,13934-14183,14596-14878,15235-15390
HLA-DQ	HG02392.2	HG02392#2	DQA1	+	0	9917	15579	10094-10176,13947-14196,14609-14891,15247-15402
HLA-DQ	HG02514.1	HG02514#1	DQA1	+	0	9339	15742	10085-10167,13861-14107,14519-14801,15153-15308
HLA-DQ	HG02514.2	HG02514#2	DQA1	+	0	9430	15990	10162-10244,14102-14348,14760-15042,15405-15560
HLA-DQ	HG02523.1	HG02523#1	DQA1	+	0	9311	15796	10053-10135,13905-14154,14567-14849,15205-15360
HLA-DQ	HG02523.2	HG02523#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	NA18565.1	NA18565#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	NA18565.2	NA18565#2	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	NA18570.1	NA18570#1	DQA1	+	0	9334	15931	10076-10158,13977-14223,14635-14917,15346-15501
HLA-DQ	NA18570.2	NA18570#2	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	NA18608.1	NA18608#1	DQA1	+	0	9312	15797	10054-10136,13906-14155,14568-14850,15206-15361
HLA-DQ	NA18608.2	NA18608#2	DQA1	+	0	9312	15797	10054-10136,13906-14155,14568-14850,15206-15361
HLA-DQ	NA18620.1	NA18620#1	DQA1	+	0	9431	15991	10163-10245,14103-14349,14761-15043,15406-15561
HLA-DQ	NA18620.2	NA18620#2	DQA1	+	0	9900	15673	10077-10159,13979-14225,14637-14919,15344-15499
HLA-DQ	NA18747.1	NA18747#1	DQA1	+	0	9312	15796	10054-10136,13905-14154,14567-14849,15205-15360
HLA-DQ	NA18747.2	NA18747#2	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	NA18940.1	NA18940#1	DQA1	+	0	9340	15825	10082-10164,13934-14183,14596-14878,15234-15389
HLA-DQ	NA18940.2	NA18940#2	DQA1	+	0	9385	15946	10117-10199,14058-14304,14716-14998,15361-15516
HLA-DQ	NA18943.1	NA18943#1	DQA1	+	0	9329	15814	10071-10153,13923-14172,14585-14867,15223-15378
HLA-DQ	NA18943.2	NA18943#2	DQA1	+	0	9385	15946	10117-10199,14058-14304,14716-14998,15361-15516
HLA-DQ	NA18944.1	NA18944#1	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	NA18944.2	NA18944#2	DQA1	+	0	9848	15616	10116-10198,14057-14303,14715-14997,15360-15515
HLA-DQ	NA18945.1	NA18945#1	DQA1	+	0	9327	15819	10069-10151,13928-14177,14590-14872,15228-15383
HLA-DQ	NA18945.2	NA18945#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	NA18948.1	NA18948#1	DQA1	+	0	9908	15476	10085-10167,13861-14107,14519-14801,15152-15307
HLA-DQ	NA18948.2	NA18948#2	DQA1	+	0	9313	15805	10055-10137,13912-14161,14574-14856,15214-15369
HLA-DQ	NA18952.1	NA18952#1	DQA1	+	0	9312	15797	10054-10136,13906-14155,14568-14850,15206-15361
HLA-DQ	NA18952.2	NA18952#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	NA18959.1	NA18959#1	DQA1	+	0	9340	15825	10082-10164,13934-14183,14596-14878,15234-15389
HLA-DQ	NA18959.2	NA18959#2	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	NA18960.1	NA18960#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	NA18960.2	NA18960#2	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	NA18967.1	NA18967#1	DQA1	+	0	9312	15797	10054-10136,13906-14155,14568-14850,15206-15361
HLA-DQ	NA18967.2	NA18967#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	NA18970.1	NA18970#1	DQA1	+	0	9312	15796	10054-10136,13905-14154,14567-14849,15205-15360
HLA-DQ	NA18970.2	NA18970#2	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	NA18971.1	NA18971#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	NA18971.2	NA18971#2	DQA1	+	0	9312	15797	10054-10136,13906-14155,14568-14850,15206-15361
HLA-DQ	NA18974.1	NA18974#1	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	NA18974.2	NA18974#2	DQA1	+	0	9346	15831	10088-10170,13940-14189,14602-14884,15240-15395
HLA-DQ	NA18976.1	NA18976#1	DQA1	+	0	9327	15819	10069-10151,13928-14177,14590-14872,15228-15383
HLA-DQ	NA18976.2	NA18976#2	DQA1	+	0	9327	15819	10069-10151,13928-14177,14590-14872,15228-15383
HLA-DQ	NA18982.1	NA18982#1	DQA1	+	0	9340	15825	10082-10164,13934-14183,14596-14878,15234-15389
HLA-DQ	NA18982.2	NA18982#2	DQA1	+	0	9980	15616	10077-10159,13979-14225,14637-14919,15340-15495
HLA-DQ	NA18983.1	NA18983#1	DQA1	+	0	9334	15931	10076-10158,13977-14223,14635-14917,15346-15501
HLA-DQ	NA18983.2	NA18983#2	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	NA19087.1	NA19087#1	DQA1	+	0	9812	15506	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	NA19087.2	NA19087#2	DQA1	+	0	9327	15819	10069-10151,13928-14177,14590-14872,15228-15383
HLA-DQ	hg002.1	hg002#1	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	hg002.2	hg002#2	DQA1	+	0	9312	15797	10054-10136,13906-14155,14568-14850,15206-15361
HLA-DQ	HG00097.1	HG00097#1	DQA1	+	0	9346	15830	10088-10170,13939-14188,14601-14883,15239-15394
HLA-DQ	HG00097.2	HG00097#2	DQA1	+	0	9965	15592	10062-10144,13963-14209,14621-14903,15316-15471
HLA-DQ	HG00099.1	HG00099#1	DQA1	+	0	9333	15930	10075-10157,13976-14222,14634-14916,15345-15500
HLA-DQ	HG00099.2	HG00099#2	DQA1	+	0	9321	15850	10063-10145,13964-14210,14622-14904,15267-15422
HLA-DQ	HG00126.1	HG00126#1	DQA1	+	0	9312	15797	10054-10136,13906-14155,14568-14850,15206-15361
HLA-DQ	HG00126.2	HG00126#2	DQA1	+	0	9339	15742	10085-10167,13861-14107,14519-14801,15153-15308
HLA-DQ	HG00128.1	HG00128#1	DQA1	+	0	9313	15805	10055-10137,13912-14161,14574-14856,15214-15369
HLA-DQ	HG00128.2	HG00128#2	DQA1	+	0	9979	15615	10076-10158,13978-14224,14636-14918,15339-15494
HLA-DQ	HG00133.1	HG00133#1	DQA1	+	0	9789	15820	10070-10152,13929-14178,14591-14873,15229-15384
HLA-DQ	HG00133.2	HG00133#2	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HG00140.1	HG00140#1	DQA1	+	0	9313	15805	10055-10137,13912-14161,14574-14856,15214-15369
HLA-DQ	HG00140.2	HG00140#2	DQA1	+	0	9321	15850	10063-10145,13964-14210,14622-14904,15267-15422
HLA-DQ	HG00146.1	HG00146#1	DQA1	+	0	9321	15850	10063-10145,13964-14210,14622-14904,15267-15422
HLA-DQ	HG00146.2	HG00146#2	DQA1	+	0	9313	15805	10055-10137,13912-14161,14574-14856,15214-15369
HLA-DQ	HG00232.1	HG00232#1	DQA1	+	0	9346	15830	10088-10170,13939-14188,14601-14883,15239-15394
HLA-DQ	HG00232.2	HG00232#2	DQA1	+	0	9312	15797	10054-10136,13906-14155,14568-14850,15206-15361
HLA-DQ	HG00235.1	HG00235#1	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HG00235.2	HG00235#2	DQA1	+	0	9335	15772	10081-10163,13860-14109,14554-14836,15183-15338
HLA-DQ	HG00253.1	HG00253#1	DQA1	+	0	9965	15588	10062-10144,13963-14209,14621-14903,15312-15467
HLA-DQ	HG00253.2	HG00253#2	DQA1	+	0	9346	15830	10088-10170,13939-14188,14601-14883,15239-15394
HLA-DQ	HG00272.1	HG00272#1	DQA1	+	0	8587	15079	9329-9411,13188-13437,13850-14132,14488-14643
HLA-DQ	HG00272.2	HG00272#2	DQA1	+	0	9321	15850	10063-10145,13964-14210,14622-14904,15267-15422
HLA-DQ	HG00280.1	HG00280#1	DQA1	+	0	9334	15920	10076-10158,13978-14224,14636-14918,15335-15490
HLA-DQ	HG00280.2	HG00280#2	DQA1	+	0	9321	15850	10063-10145,13964-14210,14622-14904,15267-15422
HLA-DQ	HG00290.1	HG00290#1	DQA1	+	0	9313	15805	10055-10137,13912-14161,14574-14856,15214-15369
HLA-DQ	HG00290.2	HG00290#2	DQA1	+	0	9313	15805	10055-10137,13912-14161,14574-14856,15214-15369
HLA-DQ	HG00320.1	HG00320#1	DQA1	+	0	9387	15947	10119-10201,14059-14305,14717-14999,15362-15517
HLA-DQ	HG00320.2	HG00320#2	DQA1	+	0	9387	15947	10119-10201,14059-14305,14717-14999,15362-15517
HLA-DQ	HG00321.1	HG00321#1	DQA1	+	0	9346	15830	10088-10170,13939-14188,14601-14883,15239-15394
HLA-DQ	HG00321.2	HG00321#2	DQA1	+	0	9387	15947	10119-10201,14059-14305,14717-14999,15362-15517
HLA-DQ	HG00323.1	HG00323#1	DQA1	+	0	9327	15819	10069-10151,13928-14177,14590-14872,15228-15383
HLA-DQ	HG00323.2	HG00323#2	DQA1	+	0	9346	15830	10088-10170,13939-14188,14601-14883,15239-15394
HLA-DQ	HG00329.1	HG00329#1	DQA1	+	0	8587	15079	9329-9411,13188-13437,13850-14132,14488-14643
HLA-DQ	HG00329.2	HG00329#2	DQA1	+	0	9313	15805	10055-10137,13912-14161,14574-14856,15214-15369
HLA-DQ	HG00344.1	HG00344#1	DQA1	+	0	9346	15830	10088-10170,13939-14188,14601-14883,15239-15394
HLA-DQ	HG00344.2	HG00344#2	DQA1	+	0	9346	15830	10088-10170,13939-14188,14601-14883,15239-15394
HLA-DQ	HG00350.1	HG00350#1	DQA1	+	0	9313	15805	10055-10137,13912-14161,14574-14856,15214-15369
HLA-DQ	HG00350.2	HG00350#2	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HG00639.1	HG00639#1	DQA1	+	0	9812	15433	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HG00639.2	HG00639#2	DQA1	+	0	9334	15771	10080-10162,13859-14108,14553-14835,15182-15337
HLA-DQ	HG00642.1	HG00642#1	DQA1	+	0	9321	15850	10063-10145,13964-14210,14622-14904,15267-15422
